annee;code_essai;commune;numero_departement;modalite;BenR;StrR;CarR;TriS;TriLR;TriMR;TriR6;TriR7-R8;MDR;TriHR
2020;L26;Vieuvicq;28;TR;45;100;10;0;0;0;0;0;15;85
2020;L27;Vieuvicq;28;TR;100;100;25;0;0;10;10;0;15;75
2020;FD20FRAC05BEN1;;37;TNT;70;100;5;0;0;10;10;0;0;90
2020;FD20FRAC05BEN1;;37;TR;40;100;0;0;0;10;10;0;5;85
2020;FD20FRAC05BEN1;;37;TR;45;100;5;0;0;25;25;0;20;55
2020;FD20FRAC05BEN1;;37;TR;85;100;0;0;0;0;0;0;25;75
2020;FD20FRAC05BEN1;;37;TR;60;100;10;0;0;10;10;0;0;90
2020;FD20FRAC05BEN1;;37;TR;;;;;;;;;;
2020;FD20FRAC05BEN1;;37;TR;80;100;10;0;0;45;45;0;20;35
2020;FD20FRAC05BEN1;;37;TR;10;100;0;0;0;0;0;0;0;100
2020;FD20FRAC05BEN1;;37;TR;;;;;;;;;;
2020;FD20FRAC05BEN1;;37;TR;;;;;;;;;;
2020;FD20FRAC05BEN1;;37;TR;100;100;10;0;0;20;20;0;5;75
2020;FD20FRAC05BEN1;;37;TR;;;;;;;;;;
2020;FD20FRAC05BEN1;;37;TR;30;100;10;0;0;20;20;0;15;65
2020;FD20FRAC05BEN1;;37;TR;;;;;;;;;;
2020;RFAC07ZBI1;Bédée;35;TNT;45;100;0;0;0;10;10;0;10;80
2020;RFAC07ZBI1;Bédée;35;TR;;;;;;;;;;
2020;RFAC07ZBI1;Bédée;35;TR;60;100;40;0;0;0;0;0;0;100
2020;RFAC07ZBI1;Bédée;35;TR;70;95;80;0;0;10;10;0;10;80
2020;RFAC07ZBI1;Bédée;35;TR;70;100;70;0;0;10;10;0;40;50
2020;RFAC07ZBI1;Bédée;35;TR;90;100;0;0;0;0;0;0;0;100
2020;RFAC07ZBI1;Bédée;35;TR;90;100;10;0;0;10;10;0;15;75
2020;RFAC07ZBI1;Bédée;35;TR;90;100;5;0;0;0;0;0;45;55
2020;RFAC07ZBI1;Bédée;35;TR;20;100;10;0;0;0;0;0;30;70
2020;RFAC07ZBI1;Bédée;35;TR;80;100;0;0;0;0;0;0;5;95
2020;RFAC07ZBI1;Bédée;35;TR;25;100;10;0;0;0;0;0;0;100
2020;RFAC07ZBI1;Bédée;35;TR;;;;;;;;;;
2020;RFAC07ZBI1;Bédée;35;TR;;;;;;;;;;
2020;RFAC07ZBI1;Bédée;35;TR;;;;;;;;;;
2020;20100fgc1;Rouille;86;TNT;65;100;10;0;0;10;10;0;15;75
2020;20100fgc1;Rouille;86;TR;;;;;;;;;;
2020;20100fgc1;Rouille;86;TR;;;;;;;;;;
2020;20100fgc1;Rouille;86;TR;;;;;;;;;;
2020;20100fgc1;Rouille;86;TR;;;;;;;;;;
2020;20100fgc1;Rouille;86;TR;;;;;;;;;;
2020;223 - 3T010A - MONITO - TEMPAR;Mazeuil;86;TNT;90;100;10;0;0;10;10;0;10;80
2020;223 - 3T010A - MONITO - Modalité 004;Mazeuil;86;TR;;;;;;;;;;
2020;223 - 3T010A - MONITO - Modalité 007;Mazeuil;86;TR;;;;;;;;;;
2020;787 - 3T011 - MONITO - TEMPAR  2 Oregrain;Saint Genis de Saintonge;17;TNT;100;80;0;0;0;20;10;10;10;70
2020;787 - 3T011 - MONITO - Modalité 002  2 Oregrain;Saint Genis de Saintonge;17;TR;;;;;;;;;;
2020;787 - 3T011 - MONITO - Modalité 003  2 Oregrain;Saint Genis de Saintonge;17;TR;95;100;20;0;0;15;15;0;5;80
2020;787 - 3T011 - MONITO - Modalité 004  2 Oregrain;Saint Genis de Saintonge;17;TR;55;100;0;0;30;30;20;10;0;40
2020;787 - 3T011 - MONITO - Modalité 005  2 Oregrain;Saint Genis de Saintonge;17;TR;80;100;0;0;0;10;10;0;0;90
2020;787 - 3T011 - MONITO - Modalité 007  2 Oregrain;Saint Genis de Saintonge;17;TR;80;95;0;0;10;70;60;10;0;20
2020;787 - 3T011 - MONITO - TEMPAR  1 LG Absalon;Saint Genis de Saintonge;17;TNT;;;;;;;;;;
2020;787 - 3T011 - MONITO - Modalité 002  1 LG Absalon;Saint Genis de Saintonge;17;TR;;;;;;;;;;
2020;787 - 3T011 - MONITO - Modalité 003  1 LG Absalon;Saint Genis de Saintonge;17;TR;90;100;0;0;0;80;80;0;0;20
2020;787 - 3T011 - MONITO - Modalité 004  1 LG Absalon;Saint Genis de Saintonge;17;TR;90;100;0;0;0;30;30;0;0;70
2020;787 - 3T011 - MONITO - Modalité 005  1 LG Absalon;Saint Genis de Saintonge;17;TR;;;;;;;;;;
2020;787 - 3T011 - MONITO - Modalité 007  1 LG Absalon;Saint Genis de Saintonge;17;TR;;;;;;;;;;
2020;jiiafabvziebvizbvzicia;;;;75;100;0;0;5;5;5;0;5;85
2020;jiiafabvziebvizbvzicia;;;;100;100;0;0;0;25;25;0;0;75
2020;jiiafabvziebvizbvzicia;;;;;;;;;;;;;
2020;jiiafabvziebvizbvzicia;;;;80;100;0;0;5;5;5;0;5;85
2020;FP20FRAC43ZBI2;Mereville;91;TNT;80;100;0;0;0;20;15;5;2;78
2020;FP20FRAC43ZBI4;Roches;41;TNT;90;100;0;0;0;80;80;0;0;20
2020;FP20FRAC43ZBI4;Roches;41;TR;;;;;;;;;;
2020;FP20FRAC43ZBI4;Roches;41;TR;;;;;;;;;;
2020;FP20FRAC43ZBI4;Roches;41;TR;30;100;0;0;0;10;10;0;0;90
2020;FP20FRAC43ZBI4;Roches;41;TR;;;;;;;;;;
2020;FP20FRAC43ZBI4;Roches;41;TR;100;100;0;0;0;50;50;0;0;50
2020;148489;Montauban de Bretagne;35;TNT;70;100;20;0;0;25;25;0;5;70
2020;148489;Montauban de Bretagne;35;TR;100;100;0;0;0;0;0;0;0;100
2020;148489;Montauban de Bretagne;35;TR;75;100;15;0;0;10;10;0;25;65
2020;148489;Montauban de Bretagne;35;TR;30;100;30;0;0;0;0;0;0;100
2020;148489;Montauban de Bretagne;35;TR;90;100;20;0;0;0;0;0;15;85
2020;148489;Montauban de Bretagne;35;TR;65;100;5;0;0;0;0;0;15;85
2020;148489;Montauban de Bretagne;35;TR;80;100;20;0;0;10;10;0;0;90
2020;RIC1;ST AULAIS LA CHAPELLE;16;TNT;35;100;0;0;0;10;10;0;0;90
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;25;100;0;0;5;5;5;0;0;90
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;85;100;0;0;0;5;5;0;0;95
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;35;100;0;0;0;55;55;0;5;40
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;45;100;0;0;0;55;50;5;5;40
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;45;100;0;0;5;5;0;5;15;75
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;50;100;0;0;0;30;30;0;15;55
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;70;100;0;0;5;10;5;5;15;70
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;70;100;5;0;0;15;15;0;10;75
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;70;100;10;0;0;5;5;0;5;90
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;50;100;0;0;5;35;30;5;5;55
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;60;100;10;0;5;10;10;0;10;75
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;90;100;0;0;0;15;15;0;5;80
2020;RIC1;ST AULAIS LA CHAPELLE;16;TR;100;100;10;0;0;5;5;0;5;90
2020;148541;Henrichemont;18;TNT;;;;;;;;;;
2020;148541;Henrichemont;18;TR;;;;;;;;;;
2020;148541;Henrichemont;18;TR;;;;;;;;;;
2020;148541;Henrichemont;18;TR;;;;;;;;;;
2020;148541;Henrichemont;18;TR;;;;;;;;;;
2020;148541;Henrichemont;18;TR;;;;;;;;;;
2020;qszhiubcbcbabc;ROCHES PREMARIE ANDILLE;86;;;;;;;;;;;
2020;dcbnjnzibziefuae;Aslonnes;86;;85;100;0;0;5;10;10;0;10;75
2020;cdkdcnjvbhvbzvibjaoapamc;USSON DU POITOU;86;;65;100;5;0;0;10;10;0;40;50
2020;cbqscoacnajzdfbjzebfbqnscn;SAINT BENOIT;86;;30;95;0;0;0;25;25;0;20;55
2020;snafnjdjnfrhvnnczbhzjzksl;Iteuil;86;;25;100;0;0;0;10;10;0;25;65
2020;soakfherbfzhbciabvrvnac;MARNAY;86;;30;100;0;0;0;25;25;0;20;55
2020;147645;Viévy le Rayé;41;TNT;90;100;15;0;0;40;40;0;10;50
2020;147645;Viévy le Rayé;41;TR;80;100;30;0;0;10;10;0;5;85
2020;147645;Viévy le Rayé;41;TR;;;;;;;;;;
2020;147645;Viévy le Rayé;41;TR;90;100;50;0;0;50;50;0;35;15
2020;147645;Viévy le Rayé;41;TR;;;;;;;;;;
2020;147645;Viévy le Rayé;41;TR;;;;;;;;;;
2020;147549;Viévy le Rayé;41;TR;40;100;0;0;5;35;35;0;10;50
2020;147999;Saint-Germain-Laxis;77;TNT;80;100;2;0;0;80;80;0;10;10
2020;147999;Saint-Germain-Laxis;77;TR;;;;;;;;;;
2020;147999;Saint-Germain-Laxis;77;TR;;;;;;;;;;
2020;147999;Saint-Germain-Laxis;77;TR;;;;;;;;;;
2020;147999;Saint-Germain-Laxis;77;TR;;;;;;;;;;
2020;147999;Saint-Germain-Laxis;77;TR;90;100;0;0;0;40;40;0;0;60
2020;147999;Montabard;61;TNT;80;100;0;0;0;5;5;0;10;85
2020;147999;Montabard;61;TR;85;100;15;0;0;10;10;0;15;75
2020;147999;Montabard;61;TR;;;;;;;;;;
2020;147999;Montabard;61;TR;;;;;;;;;;
2020;147999;Montabard;61;TR;;;;;;;;;;
2020;147999;Montabard;61;TR;;;;;;;;;;
2020;L120FC19;Bouligneux;1;TR;100;100;15;0;0;60;60;0;15;25
2020;L120FC19;Bouligneux;1;TR;35;100;0;0;0;65;65;0;0;35
2020;L120FC19;Bouligneux;1;TR;100;100;0;0;0;70;70;0;10;20
2020;L120FC19;Bouligneux;1;TR;40;95;0;0;0;10;10;0;35;55
2020;L120FC19;Bouligneux;1;TNT;100;100;10;0;0;85;85;0;10;5
2020;147547;Bignan;56;TNT;80;100;0;0;0;10;10;0;0;90
2020;1746;Lauzach;56;TNT;100;100;0;0;0;30;30;0;50;20
2020;1746;Lauzach;56;TR;;;;;;;;;;
2020;1746;Lauzach;56;TR;35;100;0;0;0;20;20;0;0;80
2020;1746;Lauzach;56;TR;85;90;50;0;0;10;10;0;20;70
2020;1746;Lauzach;56;TR;;;;;;;;;;
2020;1746;Lauzach;56;TR;;;;;;;;;;
2020;SO1887;Sandarville;28;TR;35;100;0;0;0;70;70;0;15;15
2020;SO1887;Sandarville;28;TR;50;95;0;0;0;30;30;0;5;65
2020;SO1887;Sandarville;28;TR;100;100;0;0;0;5;5;0;45;50
2020;SO1887;Sandarville;28;TR;95;85;0;0;0;5;5;0;20;75
2020;SO1887;Sandarville;28;TR;80;100;0;0;0;80;80;0;0;20
2020;SO1887;Sandarville;28;TR;90;95;0;0;0;15;15;0;35;50
2020;SO1887;Sandarville;28;TR;95;100;0;0;0;0;0;0;45;55
2020;SO1887;Sandarville;28;TR;70;100;0;0;0;40;40;0;40;20
2020;SO1887;Sandarville;28;TR;95;100;20;0;0;15;0;15;30;55
2020;SO1887;Sandarville;28;TR;100;100;25;0;0;30;30;0;60;10
2020;SO1887;Sandarville;28;TR;95;100;0;0;0;0;0;0;15;85
2020;SO1887;Sandarville;28;TR;100;100;25;0;0;20;20;0;80;0
2020;FRAC43ZBI3;Bédée;35;TNT;80;100;5;0;0;15;15;0;0;85
2020;FRAC43ZBI3;Bédée;35;TR;70;100;15;0;0;20;20;0;35;45
2020;FRAC43ZBI3;Bédée;35;TR;60;100;15;0;0;0;0;0;5;95
2020;FRAC43ZBI3;Bédée;35;TR;60;100;15;0;0;0;0;0;15;85
2020;FRAC43ZBI3;Bédée;35;TR;50;100;10;0;0;10;10;0;15;75
2020;FRAC43ZBI3;Bédée;35;TR;50;100;5;0;0;10;10;0;10;80
2020;FPC44;Vionville;57;TNT;100;100;5;0;0;35;35;0;10;55
2020;FPC44;Vionville;57;TR;70;100;20;0;0;0;0;0;15;85
2020;FPC44;Vionville;57;TR;75;100;15;0;0;10;10;0;30;60
2020;FPC44;Vionville;57;TR;;;;;;;;;;
2020;DIJ054;Perthes-lès-Brienne ;10;TNT;50;100;5;0;0;15;15;0;25;60
2020;DIJ054;Perthes-lès-Brienne ;10;TNT;25;100;0;0;0;50;50;0;0;50
2020;DIJ054;Perthes-lès-Brienne ;10;TR;30;100;0;0;0;70;70;0;15;15
2020;DIJ054;Perthes-lès-Brienne ;10;TR;25;100;30;0;0;0;0;0;30;70
2020;DIJ054;Perthes-lès-Brienne ;10;TR;30;100;0;0;0;80;80;0;10;10
2020;DIJ054;Perthes-lès-Brienne ;10;TR;;;;;;;;;;
2020;DIJ054;Perthes-lès-Brienne ;10;TR;100;100;0;0;0;10;10;0;25;65
2020;DIJ055;Perthes-lès-Brienne ;10;TR;100;100;20;0;0;80;80;0;0;20
2020;147653;ST Bonnet De Mure;69;TR;60;100;15;0;5;10;10;0;10;75
2020;147653;ST Bonnet De Mure;69;TR;80;100;0;0;0;30;30;0;20;50
2020;146502;ST Bonnet De Mure;69;TNT;;;;;;;;;;
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;80;100;20;0;0;50;50;0;15;35
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;;;;;;;;;;
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;;;;;;;;;;
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;;;;;;;;;;
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;100;90;40;0;0;0;0;0;20;80
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;25;100;0;0;0;70;70;0;10;20
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;100;100;20;0;0;0;0;0;60;40
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;25;15;0;0;0;0;0;0;90;10
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;100;100;0;0;0;10;10;0;45;45
2020;knjzevbhvbhvzjcjcajz;ROCHES;41;;100;100;0;0;0;10;10;0;0;90
2020;CH326;Unverre;28;TNT;65;100;0;0;5;5;5;0;20;70
2020;CH325;Marboué;28;TNT;50;100;5;0;5;5;5;0;20;70
2020;147652;Bignan;56;;80;100;35;0;0;10;10;0;10;80
2020;147652;Bignan;56;;;;;;;;;;;
2020;AB108;;36;TNT;40;100;0;0;5;35;25;10;0;60
2020;147649;Thizay;36;;;;;;;;;;;
2020;147649;Thizay;36;;50;100;0;0;0;20;0;20;10;70
2020;148544;Saint Pourçain sur Besbre;3;TNT;60;100;0;0;0;20;20;0;10;70
2020;148544;Saint Pourçain sur Besbre;3;TR;;;;;;;;;;
2020;148544;Saint Pourçain sur Besbre;3;TR;80;100;0;0;0;10;10;0;40;50
2020;148544;Saint Pourçain sur Besbre;3;TR;65;100;25;0;0;20;20;0;50;30
2020;148544;Saint Pourçain sur Besbre;3;TR;90;100;5;0;0;10;10;0;20;70
2020;148544;Saint Pourçain sur Besbre;3;TR;80;100;0;0;0;0;0;0;0;100
2020;148544;Saint Pourçain sur Besbre;3;TR;90;100;0;0;0;20;20;0;25;55
2020;148544;Saint Pourçain sur Besbre;3;TR;80;100;0;0;0;40;40;0;30;30
2020;148544;Saint Pourçain sur Besbre;3;TR;40;100;0;0;0;70;10;60;20;10
2020;148544;Saint Pourçain sur Besbre;3;TR;;;;;;;;;;
2020;148505;Inchy-en-Artois;62;TNT;70;100;10;0;0;10;10;0;15;75
2020;148505;Inchy-en-Artois;62;TR;80;100;10;0;0;10;10;0;20;70
2020;148505;Inchy-en-Artois;62;TR;80;100;20;0;0;0;0;0;35;65
2020;148505;Inchy-en-Artois;62;TR;75;100;15;0;0;0;0;0;80;20
2020;148505;Inchy-en-Artois;62;TR;90;100;80;0;0;10;10;0;80;10
2020;148505;Inchy-en-Artois;62;TR;80;100;30;0;0;0;0;0;30;70
2020;148505;Inchy-en-Artois;62;TR;80;100;20;0;0;10;10;0;15;75
2020;148505;Inchy-en-Artois;62;TR;80;100;10;0;0;10;10;0;60;30
2020;147593;Dury;2;TNT;100;100;0;0;0;0;0;0;75;25
2020;147593;Dury;2;TR;90;100;100;0;0;0;0;0;80;20
2020;147593;Dury;2;TR;90;100;0;0;0;0;0;0;70;30
2020;147593;Dury;2;TR;90;100;80;0;0;0;0;0;20;80
2020;147646;Dury;2;TNT;90;100;15;0;0;10;10;0;25;65
2020;147646;Dury;2;TR;100;100;70;0;0;0;0;0;30;70
2020;147646;Dury;2;TR;;;;;;;;;;
2020;147646;Dury;2;TR;100;100;80;0;0;0;0;0;80;20
2020;147646;Dury;2;TR;95;100;60;0;0;20;20;0;20;60
2020;147646;Dury;2;TR;95;100;20;0;0;0;0;0;90;10
2020;147646;Dury;2;TR;100;100;90;0;0;0;0;0;80;20
2020;147644;La Cheppe;51;TNT;95;100;0;0;0;10;10;0;10;80
2020;147644;La Cheppe;51;TR;;;;;;;;;;
2020;147644;La Cheppe;51;TR;;;;;;;;;;
2020;147644;La Cheppe;51;TR;;;;;;;;;;
2020;147644;La Cheppe;51;TR;70;100;35;0;0;20;20;0;40;40
2020;147644;La Cheppe;51;TR;;;;;;;;;;
2020;147644;La Cheppe;51;TR;80;90;90;0;0;10;10;0;90;0
2020;147644;La Cheppe;51;TR;;;;;;;;;;
2020;147644;La Cheppe;51;TR;;;;;;;;;;
2020;147644;La Cheppe;51;TR;;;;;;;;;;
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TNT;95;100;10;0;0;0;0;0;30;70
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;90;100;40;0;0;0;0;0;60;40
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;75;100;30;0;0;10;10;0;10;80
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;90;100;15;0;0;10;10;0;40;50
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;85;100;5;0;0;20;20;0;25;55
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;40;90;5;0;0;10;10;0;10;80
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;40;100;0;0;0;10;10;0;0;90
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;40;90;5;0;0;5;5;0;25;70
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;50;100;15;0;0;20;10;10;30;50
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;80;100;5;0;0;0;0;0;30;70
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;50;100;15;0;0;10;10;0;10;80
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;70;100;40;0;0;10;10;0;20;70
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;70;100;5;0;0;25;25;0;10;65
2020;pqskcjnbvucahjqozehbiv;Cravant;45;TR;75;100;15;0;0;20;20;0;15;65
2020;148508;Villers-Bocage;80;TNT;100;100;20;0;0;30;30;0;15;55
2020;148508;Villers-Bocage;80;TR;90;100;20;0;0;10;10;0;10;80
2020;148508;Villers-Bocage;80;TR;90;100;15;0;0;0;0;0;15;85
2020;148508;Villers-Bocage;80;TR;90;100;90;0;0;0;0;0;25;75
2020;148508;Villers-Bocage;80;TR;90;100;25;0;0;10;10;0;15;75
2020;148508;Villers-Bocage;80;TR;95;100;5;0;0;0;0;0;90;10
2020;BAY-FE20BT-4967-CO;Sennecay;18;TNT;90;100;0;0;0;50;50;0;15;35
2020;BAY-FE20BT-4967-CO;Sennecay;18;TR;90;100;0;0;0;60;60;0;10;30
2020;BAY-FE20BT-4967-CO;Sennecay;18;TR;95;100;0;0;0;10;10;0;10;80
2020;BAY-FE20BT-4967-CO;Sennecay;18;TR;90;100;0;0;0;40;40;0;10;50
2020;BAY-FE20BT-4967-CO;Sennecay;18;TR;70;100;20;0;0;70;70;0;25;5
2020;BAY-FE20BT-4967-CO;Sennecay;18;TR;60;100;5;0;0;70;70;0;20;10
2020;C43ZAD2;Warlus;62;TNT;100;100;30;0;0;50;50;0;15;35
2020;C43ZAD2;Warlus;62;TR;90;100;25;0;0;10;10;0;35;55
2020;C43ZAD2;Warlus;62;TR;100;100;60;0;0;0;0;0;40;60
2020;C43ZAD2;Warlus;62;TR;100;100;25;0;0;10;10;0;50;40
2020;C43ZAD2;Warlus;62;TR;90;100;60;0;0;0;0;0;70;30
2020;C44ZAD1;Warlus;62;TNT;100;100;15;0;0;15;15;0;35;50
2020;C44ZAD1;Warlus;62;TR;95;100;50;0;0;5;5;0;40;55
2020;C44ZAD1;Warlus;62;TR;100;100;100;0;0;0;0;0;90;10
2020;C44ZAD1;Warlus;62;TR;95;100;50;0;0;5;5;0;40;55
2020;C44ZAD1;Warlus;62;TR;100;100;60;0;0;10;10;0;80;10
2020;147999;Gouy-sous-Bellonne;62;TNT;100;100;0;0;0;10;10;0;15;75
2020;147999;Gouy-sous-Bellonne;62;TR;100;100;0;0;0;0;0;0;50;50
2020;147999;Gouy-sous-Bellonne;62;TR;100;100;0;0;0;10;10;0;15;75
2020;147999;Gouy-sous-Bellonne;62;TR;100;95;15;0;0;5;5;0;25;70
2020;147999;Gouy-sous-Bellonne;62;TR;95;100;30;0;0;5;5;0;25;70
2020;147999;Gouy-sous-Bellonne;62;TR;90;100;30;0;0;0;0;0;15;85
2020;147999;Gouy-sous-Bellonne;62;TR;90;100;0;0;0;50;50;0;0;50
2020;148501;Saint Amand;62;TNT;90;100;30;0;0;0;0;0;15;85
2020;148501;Saint Amand;62;TR;;;;;;;;;;
2020;148501;Saint Amand;62;TR;100;100;90;0;0;0;0;0;100;0
2020;148501;Saint Amand;62;TR;100;100;90;0;0;0;0;0;30;70
2020;148501;Saint Amand;62;TR;80;100;100;0;0;0;0;0;50;50
2020;148501;Saint Amand;62;TR;75;100;35;0;0;0;0;0;25;75
2020;S20-02789-01;Hautot St sulpice;76;;100;100;10;0;0;0;0;0;40;60
2020;S20-02789-01;Hautot St sulpice;76;;90;100;15;0;0;20;20;0;5;75
2020;S20-02789-01;Hautot St sulpice;76;;100;100;15;0;0;10;10;0;10;80
