annee;code_essai;commune;numero_departement;modalite;BenR;StrR;CarR;TriS;TriLR;TriMR;TriR6;TriR7-R8;MDR;TriHR
2020;S20-02789-01;Hautot St sulpice;76;;95;100;15;0;0;0;0;0;25;75
2020;S20-02789-01;Hautot St sulpice;76;;85;95;15;0;0;20;20;0;0;80
2020;onvbhevhbeibaad;Chamarande;91;TNT;85;95;0;0;0;20;20;0;0;80
2020;onvbhevhbeibaad;Chamarande;91;TR;100;100;0;0;0;40;40;0;5;55
2020;onvbhevhbeibaad;Chamarande;91;TR;100;100;20;0;0;15;15;0;30;55
2020;onvbhevhbeibaad;Chamarande;91;TR;;;;;;;;;;
2020;onvbhevhbeibaad;Chamarande;91;TR;;;;;;;;;;
2020;148481;Puiselet Le Marais;91;TNT;50;100;0;0;0;60;60;0;5;35
2020;148481;Puiselet Le Marais;91;TR;;;;;;;;;;
2020;148481;Puiselet Le Marais;91;TR;;;;;;;;;;
2020;148481;Puiselet Le Marais;91;TR;;;;;;;;;;
2020;148481;Puiselet Le Marais;91;TR;;;;;;;;;;
2020;148481;Puiselet Le Marais;91;TR;;;;;;;;;;
2020;225 - 3T010A - MONITO - TEMPAR;Denezé sous Doué;49;TNT;50;100;10;0;0;55;55;0;0;45
2020;225 - 3T010A - MONITO - Modalité 004;Denezé sous Doué;49;TR;95;100;0;0;0;10;10;0;80;10
2020;225 - 3T010A - MONITO - Modalité 007;Denezé sous Doué;49;TR;90;100;0;0;0;5;5;0;85;10
2020;553 - 3T011 - MONITO - TEMPAR;Triguères;45;TNT;;;;;;;;;;
2020;553 - 3T011 - MONITO - Modalité 002;Triguères;45;TR;100;100;0;0;0;20;20;0;40;40
2020;553 - 3T011 - MONITO - Modalité 003;Triguères;45;TR;95;100;10;0;0;10;10;0;20;70
2020;553 - 3T011 - MONITO - Modalité 004;Triguères;45;TR;90;100;15;0;0;0;0;0;10;90
2020;553 - 3T011 - MONITO - Modalité 005;Triguères;45;TR;95;100;0;0;0;30;30;0;20;50
2020;553 - 3T011 - MONITO - Modalité 007;Triguères;45;TR;;;;;;;;;;
2020;147650;OUZOUER LE MARCHE;41;TR;;;;;;;;;;
2020;147650;OUZOUER LE MARCHE;41;;;;;;;;;;;
2020;Desangosse76;Hautot St Sulpice;76;;100;100;5;0;5;10;10;0;10;75
2020;Desangosse77;Hautot St Sulpice;76;;;;;;;;;;;
2020;Desangosse78;Hautot St Sulpice;76;;90;100;25;0;0;0;0;0;20;80
2020;Desangosse79;Hautot St Sulpice;76;;90;100;20;0;0;10;10;0;15;75
2020;Desangosse80;Hautot St Sulpice;76;;90;100;10;0;0;15;15;0;5;80
2020;148488;CAMBES EN PLAINE;14;TNT;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;90;100;20;0;0;0;0;0;0;100
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;148488;CAMBES EN PLAINE;14;TR;;;;;;;;;;
2020;G15;Ecouis;27;TNT;90;100;40;0;0;10;10;0;20;70
2020;G15;Ecouis;27;TR;90;10;20;0;0;30;30;0;40;30
2020;G15;Ecouis;27;TR;80;100;10;0;0;5;5;0;15;80
2020;G15;Ecouis;27;TR;90;100;20;0;0;0;0;0;20;80
2020;G15;Ecouis;27;TR;90;100;30;0;0;0;0;0;10;90
2020;G15;Ecouis;27;TR;85;100;30;0;0;10;10;0;15;75
2020;CHA1;Corcelles les Citeaux;21;TNT;85;100;0;0;0;10;10;0;15;75
2020;CHA1;Corcelles les Citeaux;21;TR;40;100;5;0;0;10;10;0;45;45
2020;CHA1;Corcelles les Citeaux;21;TR;40;100;0;0;0;50;50;0;10;40
2020;CHA1;Corcelles les Citeaux;21;TR;60;100;15;0;0;70;70;0;15;15
2020;CHA1;Corcelles les Citeaux;21;TR;70;100;10;0;0;10;10;0;15;75
2020;CHA1;Corcelles les Citeaux;21;TR;90;100;10;0;0;5;5;0;30;65
2020;CHA1;Corcelles les Citeaux;21;TR;60;100;0;0;0;15;15;0;15;70
2020;CHA1;Corcelles les Citeaux;21;TR;100;100;0;0;0;0;0;0;50;50
2020;CHA1;Corcelles les Citeaux;21;TR;80;100;10;0;0;10;10;0;30;60
2020;CHA1;Corcelles les Citeaux;21;TR;90;100;30;0;0;10;10;0;20;70
2020;CHA1;Corcelles les Citeaux;21;TR;50;100;10;0;0;20;20;0;60;20
2020;CHA1;Corcelles les Citeaux;21;TR;75;100;50;0;0;20;20;0;40;40
2020;CHA1;Corcelles les Citeaux;21;TR;80;100;20;0;0;20;20;0;40;40
2020;CHA1;Corcelles les Citeaux;21;TR;60;100;20;0;0;10;10;0;80;10
2020;148485;ALLEMANCHE LAUNAY ET SOYER;51;TNT;;;;;;;;;;
2020;148485;ALLEMANCHE LAUNAY ET SOYER;51;TR;;;;;;;;;;
2020;148485;ALLEMANCHE LAUNAY ET SOYER;51;TR;;;;;;;;;;
2020;148485;ALLEMANCHE LAUNAY ET SOYER;51;TR;;;;;;;;;;
2020;148485;ALLEMANCHE LAUNAY ET SOYER;51;TR;;;;;;;;;;
2020;148485;ALLEMANCHE LAUNAY ET SOYER;51;TR;;;;;;;;;;
2020;148485;ALLEMANCHE LAUNAY ET SOYER;51;TR;;;;;;;;;;
2020;C07ZAD1;Warlus;62;TNT;90;100;15;0;0;20;20;0;20;60
2020;C07ZAD1;Warlus;62;TR;100;100;50;0;0;0;0;0;50;50
2020;C07ZAD1;Warlus;62;TR;90;100;0;0;0;10;10;0;20;70
2020;C07ZAD1;Warlus;62;TR;90;100;20;0;0;0;0;0;35;65
2020;C07ZAD1;Warlus;62;TR;95;100;30;0;0;5;5;0;15;80
2020;C07ZAD1;Warlus;62;TR;100;100;15;0;0;5;5;0;40;55
2020;C07ZAD1;Warlus;62;TR;95;100;80;0;0;0;0;0;50;50
2020;C07ZAD1;Warlus;62;TR;90;100;30;0;0;5;5;0;45;50
2020;C07ZAD1;Warlus;62;TR;90;100;50;0;0;5;5;0;35;60
2020;C07ZAD1;Warlus;62;TR;100;100;40;0;0;5;5;0;50;45
2020;C07ZAD1;Warlus;62;TR;100;100;15;0;0;0;0;0;45;55
2020;C07ZAD1;Warlus;62;TR;95;100;30;0;0;10;10;0;20;70
2020;C07ZAD1;Warlus;62;TR;90;100;20;0;0;70;70;0;25;5
2020;C07ZAD1;Warlus;62;TR;95;100;25;0;0;0;0;0;25;75
2020;148484;Estouches;91;TNT;75;95;0;0;5;60;60;0;0;35
2020;148484;Estouches;91;TR;;;;;;;;;;
2020;148484;Estouches;91;TR;;;;;;;;;;
2020;148484;Estouches;91;TR;;;;;;;;;;
2020;BAY-FE20BT-05069-AC;Cleres;76;TNT;90;100;10;0;0;65;10;55;0;35
2020;BAY-FE20BT-05069-AC;Cleres;76;TR;;;;;;;;;;
2020;BAY-FE20BT-05069-AC;Cleres;76;TR;95;100;10;0;0;70;70;0;0;30
2020;BAY-FE20BT-05069-AC;Cleres;76;TR;;;;;;;;;;
2020;BAY-FE20BT-05069-AC;Cleres;76;TR;;;;;;;;;;
2020;BAY-FE20BT-05068-AC;Cleres;76;TNT;90;100;20;0;0;50;50;0;5;45
2020;BAY-FE20BT-05068-AC;Cleres;76;TR;;;;;;;;;;
2020;BAY-FE20BT-05068-AC;Cleres;76;TR;;;;;;;;;;
2020;BAY-FE20BT-05068-AC;Cleres;76;TR;95;100;30;0;0;50;50;0;10;40
2020;BAY-FE20BT-05068-AC;Cleres;76;TR;;;;;;;;;;
2020;lqkjdvbucizbrycuebvcuyz;La Caure;51;TNT;70;100;25;0;5;15;15;0;30;50
2020;lqkjdvbucizbrycuebvcuyz;La Caure;51;TR;90;100;20;0;0;15;15;0;20;65
2020;lqkjdvbucizbrycuebvcuyz;La Caure;51;TR;90;100;5;0;0;10;10;0;20;70
2020;lqkjdvbucizbrycuebvcuyz;La Caure;51;TR;50;100;10;0;0;5;5;0;15;80
2020;vbzuhbcoaizuiybcizn;Giroux;36;TNT;90;100;0;0;0;50;50;0;0;50
2020;vbzuhbcoaizuiybcizn;Giroux;36;TR;90;100;5;0;0;60;60;0;10;30
2020;vbzuhbcoaizuiybcizn;Giroux;36;TR;75;100;15;0;0;70;70;0;10;20
2020;vbzuhbcoaizuiybcizn;Giroux;36;TR;90;100;10;0;0;50;50;0;35;15
2020;148834;Guise;2;;;;;;;;;;;
2020;148834;Guise;2;;;;;;;;;;;
2020;148834;Guise;2;;;;;;;;;;;
2020;148834;Guise;2;;;;;;;;;;;
2020;148834;Guise;2;;100;100;70;0;0;0;0;0;50;50
2020;148834;Guise;2;;;;;;;;;;;
2020;MKD-F-2020-FR-A01-A-01,0-FR-FRG-GB3;Frévin Capelle;62;TNT;100;100;5;0;0;30;30;0;0;70
2020;MKD-F-2020-FR-A01-A-01,0-FR-FRG-GB3;Frévin Capelle;62;TR;;;;;;;;;;
2020;MKD-F-2020-FR-A01-A-01,0-FR-FRG-GB3;Frévin Capelle;62;TR;95;100;15;0;0;5;5;0;10;85
2020;MKD-F-2020-FR-A01-A-01,0-FR-FRG-GB3;Frévin Capelle;62;TR;95;100;20;0;5;10;10;0;20;65
2020;MKD-F-2020-FR-A01-A-01,0-FR-FRG-GB3;Frévin Capelle;62;TR;;;;;;;;;;
2020;MKD-F-2020-FR-A01-A-01,0-FR-FRG-GB3;Frévin Capelle;62;TR;;;;;;;;;;
2020;MKD-F-2020-FR-A20-B-01,0-FR-FRG-GB9;Frévin-capelle;62;TNT;;;;;;;;;;
2020;MKD-F-2020-FR-A20-B-01,0-FR-FRG-GB9;Frévin-capelle;62;TR;;;;;;;;;;
2020;MKD-F-2020-FR-A20-B-01,0-FR-FRG-GB9;Frévin-capelle;62;TR;;;;;;;;;;
2020;MKD-F-2020-FR-A20-B-01,0-FR-FRG-GB9;Frévin-capelle;62;TR;95;100;50;0;0;5;5;0;50;45
2020;MKD-F-2020-FR-A20-B-01,0-FR-FRG-GB9;Frévin-capelle;62;TR;;;;;;;;;;
2020;MKD-F-2020-FR-A20-B-01,0-FR-FRG-GB9;Frévin-capelle;62;TR;95;100;20;0;0;0;0;0;90;10
2020;MKD-F-2020-FR-A20-B-01,0-FR-FRG-GB9;Frévin-capelle;62;TR;;;;;;;;;;
2020;MKD-F-2020-FR-A20-B-01,0-FR-FRG-GB9;Frévin-capelle;62;TR;100;100;25;0;0;0;0;0;30;70
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TNT;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TR;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TR;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TR;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TR;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TNT;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TR;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TR;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TR;;;;;;;;;;
2020;plokacbhvcnnxcwcjdchzy;Bouquetot;27;TR;;;;;;;;;;
2020;DIJ052;Douains;27;TNT;;;;;;;;;;
2020;DIJ052;Douains;27;TR;;;;;;;;;;
2020;DIJ052;Douains;27;TR;;;;;;;;;;
2020;DIJ052;Douains;27;TR;;;;;;;;;;
2020;DIJ052;Douains;27;TR;;;;;;;;;;
2020;DIJ052;Douains;27;TR;;;;;;;;;;
2020;DIJ052;Douains;27;TR;;;;;;;;;;
2020;DIJ052;Douains;27;TR;;;;;;;;;;
2020;pokijchguieznouaebcibe;Is-sur-Tille;21;TR;90;95;20;0;0;50;50;0;20;30
2020;pokijchguieznouaebcibe;Is-sur-Tille;21;TR;90;100;20;0;5;15;15;0;30;50
2020;pokijchguieznouaebcibe;Is-sur-Tille;21;TR;90;100;30;0;5;35;35;0;25;35
2020;pokijchguieznouaebcibe;Is-sur-Tille;21;TR;85;100;25;0;0;10;10;0;0;90
2020;14799;Fresnes en Woevre;55;TNT;100;100;0;0;0;0;0;0;10;90
2020;14799;Fresnes en Woevre;55;TR;90;100;50;0;0;20;20;0;30;50
2020;14799;Fresnes en Woevre;55;TR;;;;;;;;;;
2020;14799;Fresnes en Woevre;55;TR;;;;;;;;;;
2020;14799;Fresnes en Woevre;55;TR;;;;;;;;;;
2020;14799;Fresnes en Woevre;55;TR;;;;;;;;;;
2020;14799;Fresnes en Woevre;55;TR;;;;;;;;;;
2020;TN323;Ploërmel;56;TNT;90;100;0;0;0;20;20;0;0;80
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TNT;90;100;20;0;0;15;15;0;20;65
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;100;100;30;0;0;10;10;0;30;60
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;100;100;40;0;0;10;10;0;10;80
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;90;100;90;0;0;0;0;0;90;10
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;90;100;40;0;0;0;0;0;15;85
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;90;100;70;0;0;10;10;0;70;20
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;90;100;90;0;0;20;20;0;10;70
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;90;100;50;0;0;20;20;0;15;65
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;90;100;30;0;0;0;0;0;90;10
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;60;100;90;0;0;0;0;0;90;10
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;100;100;65;0;0;0;0;0;90;10
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;90;100;100;0;0;10;10;0;25;65
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;100;100;100;0;0;5;5;0;90;5
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;;;;;;;;;;
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;95;100;60;0;0;0;0;0;25;75
2020;lpcvbhvncizncbyrzbzrbvue;MEZIERES EN SANTERRE;80;TR;;;;;;;;;;
2020;FR20FETRZAX133A;Wailly;62;TNT;;;;;;;;;;
2020;FR20FETRZAX133A;Wailly;62;TR;90;100;30;0;0;10;10;0;20;70
2020;FR20FETRZAX133A;Wailly;62;TR;;;;;;;;;;
2020;FR20FETRZAX133A;Wailly;62;TR;90;100;0;0;0;20;20;0;0;80
2020;FR20FETRZAX133A;Wailly;62;TR;90;100;50;0;0;10;10;0;25;65
2020;FR20FETRZAX133A;Wailly;62;TR;100;100;10;0;0;0;0;0;10;90
2020;FR20FETRZAX133A;Wailly;62;TR;;;;;;;;;;
2020;FR20FETRZAX133A;Wailly;62;TR;100;100;100;0;0;0;0;0;50;50
2020;FR20FETRZAX133A;Wailly;62;TR;;;;;;;;;;
2020;FR20FETRZAX133A;Wailly;62;TR;;;;;;;;;;
2020;FR20FETRZAX133A;Wailly;62;TR;;;;;;;;;;
2020;FR20FETRZAX133A;Wailly;62;TR;100;90;15;0;0;10;10;0;10;80
2020;FR20FETRZAX133A;Wailly;62;TR;;;;;;;;;;
2020;DIJ049;Bromeilles ;45;TNT;100;100;5;0;0;25;25;0;20;55
2020;DIJ049;Bromeilles ;45;TR;95;100;20;0;0;40;40;0;25;35
2020;DIJ049;Bromeilles ;45;TR;100;100;20;0;30;20;20;0;0;50
2020;DIJ049;Bromeilles ;45;TR;95;100;0;0;0;20;20;0;70;10
2020;DIJ049;Bromeilles ;45;TR;100;100;0;0;0;40;35;5;15;45
2020;148500;Cachy;80;TNT;95;100;15;0;0;10;10;0;30;60
2020;148501;Cachy;80;TR;100;100;40;0;0;0;0;0;15;85
2020;148502;Cachy;80;TR;100;100;10;0;0;0;0;0;20;80
2020;148503;Cachy;80;TR;;;;;;;;;;
2020;148504;Cachy;80;TR;15;90;0;0;0;0;0;0;10;90
2020;148505;Cachy;80;TR;60;100;0;0;0;20;20;0;30;50
2020;FR20FDTRZAX133B;Sailly le Sec;80;TNT;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;95;100;50;0;0;20;20;0;20;60
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;25;95;10;0;0;0;0;0;10;90
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;95;100;5;0;0;20;20;0;10;70
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TR;;;;;;;;;;
2020;FR20FDTRZAX133B;Sailly le Sec;80;TNT;;;;;;;;;;
2020;96CAGR2020-F-BTH-Performance(14)-NM;DOUVRES LA DELIVRANDE;14;TNT;;;;;;;;;;
2020;96CAGR2020-F-BTH-Performance(14)-NM;DOUVRES LA DELIVRANDE;14;TR;;;;;;;;;;
2020;96CAGR2020-F-BTH-Performance(14)-NM;DOUVRES LA DELIVRANDE;14;TR;;;;;;;;;;
2020;96CAGR2020-F-BTH-Performance(14)-NM;DOUVRES LA DELIVRANDE;14;TR;;;;;;;;;;
2020;96CAGR2020-F-BTH-Performance(14)-NM;DOUVRES LA DELIVRANDE;14;TR;;;;;;;;;;
2020;96CAGR2020-F-BTH-Performance(14)-NM;DOUVRES LA DELIVRANDE;14;TR;;;;;;;;;;
2020;96CAGR2020-F-BTH-Performance(14)-NM;DOUVRES LA DELIVRANDE;14;TR;;;;;;;;;;
2020;96CAGR2020-F-BTH-Performance(14)-NM;DOUVRES LA DELIVRANDE;14;TR;;;;;;;;;;
2020;148513;Neuville sur Ornain;55;TNT;100;100;0;0;0;10;10;0;0;90
2020;148513;Neuville sur Ornain;55;TR;100;100;0;0;0;0;0;0;50;50
2020;148513;Neuville sur Ornain;55;TR;;;;;;;;;;
2020;148513;Neuville sur Ornain;55;TR;;;;;;;;;;
2020;148513;Neuville sur Ornain;55;TR;;;;;;;;;;
2020;148513;Neuville sur Ornain;55;TR;;;;;;;;;;
2020;AN292;Sailly au Bois;62;TNT;100;100;20;0;0;10;10;0;80;10
2020;AN292;Sailly au Bois;62;TR;100;100;60;0;0;10;10;0;80;10
2020;AN292;Sailly au Bois;62;TR;;;;;;;;;;
2020;AN292;Sailly au Bois;62;TR;90;100;15;0;0;10;10;0;50;40
2020;AN292;Sailly au Bois;62;TR;90;100;50;0;0;10;10;0;50;40
2020;AN292;Sailly au Bois;62;TR;;;;;;;;;;
2020;AN292;Sailly au Bois;62;TR;100;100;50;0;0;10;10;0;80;10
2020;AN292;Sailly au Bois;62;TR;100;100;25;0;0;0;0;0;80;20
2020;AN292;Sailly au Bois;62;TR;;;;;;;;;;
2020;148503;Brunémont;59;TNT;90;100;80;0;0;20;20;0;40;40
2020;148503;Brunémont;59;TR;75;100;15;0;0;10;5;5;20;70
2020;148503;Brunémont;59;TR;90;100;0;0;0;5;5;0;15;80
2020;148503;Brunémont;59;TR;85;100;15;0;0;10;10;0;15;75
2020;148503;Brunémont;59;TR;95;100;10;0;0;0;0;0;20;80
2020;148503;Brunémont;59;TR;85;100;20;0;0;15;15;0;20;65
2020;407 - I3T14 - MONITO - TEMPAR;Marcelcave;80;TNT;85;100;25;0;0;10;10;0;25;65
2020;407 - I3T14 - MONITO - Modalité 009;Marcelcave;80;TR;;;;;;;;;;
2020;407 - I3T14 - MONITO - Modalité 010;Marcelcave;80;TR;85;85;15;0;0;10;10;0;15;75
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;38CAGR2020-F-BTH-T1souches(14)-NM;ST Aubin  sur Mer;14;;;;;;;;;;;
2020;lqdkjvbhcnzjnch;Ploërmel;56;TR;;;;;;;;;;
2020;225-3T010A;ARGENTEUIL SUR ARMANCON;89;TNT;70;100;0;0;0;20;20;0;0;80
2020;225-3T010A;ARGENTEUIL SUR ARMANCON;89;TR;;;;;;;;;;
2020;225-3T010A;ARGENTEUIL SUR ARMANCON;89;TR;;;;;;;;;;
2020;kefbizecinzicbrbvuebcz;Sourdon;80;TNT;85;100;10;0;0;20;20;0;30;50
2020;kefbizecinzicbrbvuebcz;Sourdon;80;TR;85;100;5;0;0;10;10;0;20;70
2020;kefbizecinzicbrbvuebcz;Sourdon;80;TR;80;100;0;0;0;0;0;0;20;80
2020;kefbizecinzicbrbvuebcz;Sourdon;80;TR;100;100;0;0;0;5;5;0;10;85
